2022-01-02 13:13:27.943 | INFO     | __main__:<module>:83 - | start training .... | current model feilong_conv_b2 |
2022-01-02 19:59:44.517 | INFO     | __main__:<module>:244 - | epoch : 31 | val done |
2022-01-02 20:00:56.612 | INFO     | __main__:<module>:111 - | epoch : 32 | training done |
2022-01-02 20:01:13.844 | INFO     | __main__:<module>:244 - | epoch : 32 | val done |
2022-01-02 20:02:23.246 | INFO     | __main__:<module>:111 - | epoch : 33 | training done |
2022-01-02 20:02:38.703 | INFO     | __main__:<module>:244 - | epoch : 33 | val done |
2022-01-02 20:03:50.592 | INFO     | __main__:<module>:111 - | epoch : 34 | training done |
2022-01-02 20:04:07.487 | INFO     | __main__:<module>:240 - | epoch : 34 | CVC-300 : 0.9441963260625575 | CVC-ClinicDB : 0.965339759081046 | CVC-ColonDB : 0.8909902362238175 | ETIS-LaribPolypDB : 0.8970833841421932 | Kvasir : 0.9490113093416733 |
2022-01-02 20:04:07.487 | CRITICAL | __main__:<module>:241 - | epoch : 34 | best_val_dice_score : 0.9293242029702575 |
2022-01-02 20:05:19.842 | INFO     | __main__:<module>:111 - | epoch : 35 | training done |
2022-01-02 20:05:36.496 | INFO     | __main__:<module>:244 - | epoch : 35 | val done |
2022-01-02 20:06:40.214 | INFO     | __main__:<module>:111 - | epoch : 36 | training done |
2022-01-02 20:06:57.562 | INFO     | __main__:<module>:244 - | epoch : 36 | val done |
2022-01-02 20:08:09.543 | INFO     | __main__:<module>:111 - | epoch : 37 | training done |
2022-01-02 20:08:26.767 | INFO     | __main__:<module>:244 - | epoch : 37 | val done |
2022-01-02 20:09:30.251 | INFO     | __main__:<module>:111 - | epoch : 38 | training done |
2022-01-02 20:09:47.643 | INFO     | __main__:<module>:244 - | epoch : 38 | val done |
2022-01-02 20:10:59.698 | INFO     | __main__:<module>:111 - | epoch : 39 | training done |
2022-01-02 20:11:16.867 | INFO     | __main__:<module>:244 - | epoch : 39 | val done |
2022-01-02 20:12:27.092 | INFO     | __main__:<module>:111 - | epoch : 40 | training done |
2022-01-02 20:12:42.222 | INFO     | __main__:<module>:244 - | epoch : 40 | val done |
2022-01-02 20:13:53.896 | INFO     | __main__:<module>:111 - | epoch : 41 | training done |
2022-01-02 20:14:10.526 | INFO     | __main__:<module>:244 - | epoch : 41 | val done |
2022-01-02 20:15:22.096 | INFO     | __main__:<module>:111 - | epoch : 42 | training done |
2022-01-02 20:15:39.328 | INFO     | __main__:<module>:244 - | epoch : 42 | val done |
2022-01-02 20:16:41.854 | INFO     | __main__:<module>:111 - | epoch : 43 | training done |
2022-01-02 20:16:59.673 | INFO     | __main__:<module>:244 - | epoch : 43 | val done |
2022-01-02 20:18:11.660 | INFO     | __main__:<module>:111 - | epoch : 44 | training done |
2022-01-02 20:18:28.620 | INFO     | __main__:<module>:244 - | epoch : 44 | val done |
2022-01-02 20:19:31.774 | INFO     | __main__:<module>:111 - | epoch : 45 | training done |
2022-01-02 20:19:49.521 | INFO     | __main__:<module>:244 - | epoch : 45 | val done |
2022-01-02 20:21:01.244 | INFO     | __main__:<module>:111 - | epoch : 46 | training done |
2022-01-02 20:21:18.751 | INFO     | __main__:<module>:244 - | epoch : 46 | val done |
2022-01-02 20:22:29.912 | INFO     | __main__:<module>:111 - | epoch : 47 | training done |
2022-01-02 20:22:45.240 | INFO     | __main__:<module>:244 - | epoch : 47 | val done |
2022-01-02 20:23:57.040 | INFO     | __main__:<module>:111 - | epoch : 48 | training done |
2022-01-02 20:24:14.172 | INFO     | __main__:<module>:244 - | epoch : 48 | val done |
2022-01-02 20:25:24.319 | INFO     | __main__:<module>:111 - | epoch : 49 | training done |
2022-01-02 20:25:41.365 | INFO     | __main__:<module>:244 - | epoch : 49 | val done |
2022-01-02 20:26:45.250 | INFO     | __main__:<module>:111 - | epoch : 50 | training done |
2022-01-02 20:27:02.903 | INFO     | __main__:<module>:244 - | epoch : 50 | val done |
2022-01-02 20:30:05.538 | INFO     | __main__:<module>:83 - | start training .... | current model srm_b2_skip |
2022-01-02 20:31:18.106 | INFO     | __main__:<module>:111 - | epoch : 0 | training done |
2022-01-02 20:31:33.454 | INFO     | __main__:<module>:240 - | epoch : 0 | CVC-300 : 0.8546963946470262 | CVC-ClinicDB : 0.8881973400869864 | CVC-ColonDB : 0.8327829332646064 | ETIS-LaribPolypDB : 0.820149651384029 | Kvasir : 0.920927707556007 |
2022-01-02 20:31:33.454 | CRITICAL | __main__:<module>:241 - | epoch : 0 | best_val_dice_score : 0.863350805387731 |
2022-01-02 20:32:47.086 | INFO     | __main__:<module>:111 - | epoch : 1 | training done |
2022-01-02 20:33:04.491 | INFO     | __main__:<module>:244 - | epoch : 1 | val done |
2022-01-02 20:34:18.284 | INFO     | __main__:<module>:111 - | epoch : 2 | training done |
2022-01-02 20:34:35.611 | INFO     | __main__:<module>:240 - | epoch : 2 | CVC-300 : 0.9150272478613843 | CVC-ClinicDB : 0.9198739519074237 | CVC-ColonDB : 0.849118227251355 | ETIS-LaribPolypDB : 0.7976114724270552 | Kvasir : 0.934076034036447 |
2022-01-02 20:34:35.611 | CRITICAL | __main__:<module>:241 - | epoch : 2 | best_val_dice_score : 0.8831413866967329 |
2022-01-02 20:35:41.932 | INFO     | __main__:<module>:111 - | epoch : 3 | training done |
2022-01-02 20:35:59.478 | INFO     | __main__:<module>:240 - | epoch : 3 | CVC-300 : 0.932202671274265 | CVC-ClinicDB : 0.933050620165035 | CVC-ColonDB : 0.8474737363530519 | ETIS-LaribPolypDB : 0.83991845702181 | Kvasir : 0.923053713515525 |
2022-01-02 20:35:59.479 | CRITICAL | __main__:<module>:241 - | epoch : 3 | best_val_dice_score : 0.8951398396659375 |
2022-01-02 20:37:13.615 | INFO     | __main__:<module>:111 - | epoch : 4 | training done |
2022-01-02 20:37:31.282 | INFO     | __main__:<module>:240 - | epoch : 4 | CVC-300 : 0.9187528628901505 | CVC-ClinicDB : 0.9341185151945389 | CVC-ColonDB : 0.846642895716118 | ETIS-LaribPolypDB : 0.8462269561597517 | Kvasir : 0.9425900275519546 |
2022-01-02 20:37:31.283 | CRITICAL | __main__:<module>:241 - | epoch : 4 | best_val_dice_score : 0.8976662515025027 |
2022-01-02 20:38:35.649 | INFO     | __main__:<module>:111 - | epoch : 5 | training done |
2022-01-02 20:38:53.258 | INFO     | __main__:<module>:240 - | epoch : 5 | CVC-300 : 0.9267321413422109 | CVC-ClinicDB : 0.9465565138057153 | CVC-ColonDB : 0.870860271138144 | ETIS-LaribPolypDB : 0.8757822952380545 | Kvasir : 0.9292211930062285 |
2022-01-02 20:38:53.259 | CRITICAL | __main__:<module>:241 - | epoch : 5 | best_val_dice_score : 0.9098304829060707 |
2022-01-02 20:40:07.682 | INFO     | __main__:<module>:111 - | epoch : 6 | training done |
2022-01-02 20:40:24.931 | INFO     | __main__:<module>:244 - | epoch : 6 | val done |
2022-01-02 20:41:30.499 | INFO     | __main__:<module>:111 - | epoch : 7 | training done |
2022-01-02 20:41:46.951 | INFO     | __main__:<module>:244 - | epoch : 7 | val done |
2022-01-02 20:43:00.619 | INFO     | __main__:<module>:111 - | epoch : 8 | training done |
2022-01-02 20:43:18.459 | INFO     | __main__:<module>:240 - | epoch : 8 | CVC-300 : 0.9294956150351417 | CVC-ClinicDB : 0.9619181725001962 | CVC-ColonDB : 0.8676656742134327 | ETIS-LaribPolypDB : 0.9080803605557689 | Kvasir : 0.9392159399565715 |
2022-01-02 20:43:18.459 | CRITICAL | __main__:<module>:241 - | epoch : 8 | best_val_dice_score : 0.9212751524522222 |
2022-01-02 20:44:32.473 | INFO     | __main__:<module>:111 - | epoch : 9 | training done |
2022-01-02 20:44:48.436 | INFO     | __main__:<module>:244 - | epoch : 9 | val done |
2022-01-02 20:45:58.341 | INFO     | __main__:<module>:111 - | epoch : 10 | training done |
2022-01-02 20:46:15.347 | INFO     | __main__:<module>:244 - | epoch : 10 | val done |
2022-01-02 20:47:28.166 | INFO     | __main__:<module>:111 - | epoch : 11 | training done |
2022-01-02 20:47:45.248 | INFO     | __main__:<module>:244 - | epoch : 11 | val done |
2022-01-02 20:48:51.409 | INFO     | __main__:<module>:111 - | epoch : 12 | training done |
2022-01-02 20:49:08.999 | INFO     | __main__:<module>:244 - | epoch : 12 | val done |
2022-01-02 20:50:22.482 | INFO     | __main__:<module>:111 - | epoch : 13 | training done |
2022-01-02 20:50:39.562 | INFO     | __main__:<module>:244 - | epoch : 13 | val done |
2022-01-02 20:51:45.693 | INFO     | __main__:<module>:111 - | epoch : 14 | training done |
2022-01-02 20:52:02.286 | INFO     | __main__:<module>:244 - | epoch : 14 | val done |
2022-01-02 20:53:16.186 | INFO     | __main__:<module>:111 - | epoch : 15 | training done |
2022-01-02 20:53:33.487 | INFO     | __main__:<module>:244 - | epoch : 15 | val done |
2022-01-02 20:54:46.697 | INFO     | __main__:<module>:111 - | epoch : 16 | training done |
2022-01-02 20:55:01.783 | INFO     | __main__:<module>:244 - | epoch : 16 | val done |
2022-01-02 20:56:13.375 | INFO     | __main__:<module>:111 - | epoch : 17 | training done |
2022-01-02 20:56:30.894 | INFO     | __main__:<module>:244 - | epoch : 17 | val done |
2022-01-02 20:57:44.557 | INFO     | __main__:<module>:111 - | epoch : 18 | training done |
2022-01-02 20:58:01.739 | INFO     | __main__:<module>:244 - | epoch : 18 | val done |
2022-01-02 20:59:06.249 | INFO     | __main__:<module>:111 - | epoch : 19 | training done |
2022-01-02 20:59:23.603 | INFO     | __main__:<module>:244 - | epoch : 19 | val done |
2022-01-02 21:00:37.233 | INFO     | __main__:<module>:111 - | epoch : 20 | training done |
2022-01-02 21:00:55.385 | INFO     | __main__:<module>:244 - | epoch : 20 | val done |
2022-01-02 21:01:59.521 | INFO     | __main__:<module>:111 - | epoch : 21 | training done |
2022-01-02 21:02:16.698 | INFO     | __main__:<module>:244 - | epoch : 21 | val done |
2022-01-02 21:03:30.534 | INFO     | __main__:<module>:111 - | epoch : 22 | training done |
2022-01-02 21:03:47.141 | INFO     | __main__:<module>:240 - | epoch : 22 | CVC-300 : 0.9395385854882885 | CVC-ClinicDB : 0.9549162093859922 | CVC-ColonDB : 0.8841861074696803 | ETIS-LaribPolypDB : 0.8969255238542982 | Kvasir : 0.9541021496978044 |
2022-01-02 21:03:47.142 | CRITICAL | __main__:<module>:241 - | epoch : 22 | best_val_dice_score : 0.9259337151792127 |
2022-01-02 21:05:01.057 | INFO     | __main__:<module>:111 - | epoch : 23 | training done |
2022-01-02 21:05:16.677 | INFO     | __main__:<module>:244 - | epoch : 23 | val done |
2022-01-02 21:06:30.327 | INFO     | __main__:<module>:111 - | epoch : 24 | training done |
2022-01-02 21:06:46.847 | INFO     | __main__:<module>:244 - | epoch : 24 | val done |
2022-01-02 21:08:00.610 | INFO     | __main__:<module>:111 - | epoch : 25 | training done |
2022-01-02 21:08:17.902 | INFO     | __main__:<module>:240 - | epoch : 25 | CVC-300 : 0.9354233490808759 | CVC-ClinicDB : 0.9640194507826492 | CVC-ColonDB : 0.881070241169651 | ETIS-LaribPolypDB : 0.9063443818013625 | Kvasir : 0.9503649312668748 |
2022-01-02 21:08:17.902 | CRITICAL | __main__:<module>:241 - | epoch : 25 | best_val_dice_score : 0.9274444708202827 |
2022-01-02 21:09:23.116 | INFO     | __main__:<module>:111 - | epoch : 26 | training done |
2022-01-02 21:09:40.919 | INFO     | __main__:<module>:244 - | epoch : 26 | val done |
2022-01-02 21:10:54.622 | INFO     | __main__:<module>:111 - | epoch : 27 | training done |
2022-01-02 21:11:12.450 | INFO     | __main__:<module>:244 - | epoch : 27 | val done |
2022-01-02 21:12:19.459 | INFO     | __main__:<module>:111 - | epoch : 28 | training done |
2022-01-02 21:12:37.035 | INFO     | __main__:<module>:244 - | epoch : 28 | val done |
2022-01-02 21:13:50.069 | INFO     | __main__:<module>:111 - | epoch : 29 | training done |
2022-01-02 21:14:07.433 | INFO     | __main__:<module>:244 - | epoch : 29 | val done |
2022-01-02 21:15:17.907 | INFO     | __main__:<module>:111 - | epoch : 30 | training done |
2022-01-02 21:15:33.972 | INFO     | __main__:<module>:244 - | epoch : 30 | val done |
2022-01-02 21:16:47.819 | INFO     | __main__:<module>:111 - | epoch : 31 | training done |
2022-01-02 21:17:05.267 | INFO     | __main__:<module>:244 - | epoch : 31 | val done |
2022-01-02 21:18:19.147 | INFO     | __main__:<module>:111 - | epoch : 32 | training done |
2022-01-02 21:18:35.721 | INFO     | __main__:<module>:244 - | epoch : 32 | val done |
2022-01-02 21:19:44.049 | INFO     | __main__:<module>:111 - | epoch : 33 | training done |
2022-01-02 21:20:01.738 | INFO     | __main__:<module>:244 - | epoch : 33 | val done |
2022-01-02 21:21:15.511 | INFO     | __main__:<module>:111 - | epoch : 34 | training done |
2022-01-02 21:21:32.627 | INFO     | __main__:<module>:244 - | epoch : 34 | val done |
2022-01-02 21:22:39.218 | INFO     | __main__:<module>:111 - | epoch : 35 | training done |
2022-01-02 21:22:56.627 | INFO     | __main__:<module>:244 - | epoch : 35 | val done |
2022-01-02 21:24:09.685 | INFO     | __main__:<module>:111 - | epoch : 36 | training done |
2022-01-02 21:24:26.603 | INFO     | __main__:<module>:244 - | epoch : 36 | val done |
2022-01-02 21:25:33.732 | INFO     | __main__:<module>:111 - | epoch : 37 | training done |
2022-01-02 21:25:50.936 | INFO     | __main__:<module>:244 - | epoch : 37 | val done |
2022-01-02 21:27:04.726 | INFO     | __main__:<module>:111 - | epoch : 38 | training done |
2022-01-02 21:27:22.794 | INFO     | __main__:<module>:244 - | epoch : 38 | val done |
2022-01-02 21:28:36.402 | INFO     | __main__:<module>:111 - | epoch : 39 | training done |
2022-01-02 21:28:52.181 | INFO     | __main__:<module>:244 - | epoch : 39 | val done |
2022-01-02 21:30:04.113 | INFO     | __main__:<module>:111 - | epoch : 40 | training done |
2022-01-02 21:30:21.591 | INFO     | __main__:<module>:244 - | epoch : 40 | val done |
2022-01-02 21:31:34.563 | INFO     | __main__:<module>:111 - | epoch : 41 | training done |
2022-01-02 21:31:51.768 | INFO     | __main__:<module>:244 - | epoch : 41 | val done |
2022-01-02 21:32:57.333 | INFO     | __main__:<module>:111 - | epoch : 42 | training done |
2022-01-02 21:33:14.289 | INFO     | __main__:<module>:244 - | epoch : 42 | val done |
2022-01-02 21:34:28.013 | INFO     | __main__:<module>:111 - | epoch : 43 | training done |
2022-01-02 21:34:45.987 | INFO     | __main__:<module>:244 - | epoch : 43 | val done |
2022-01-02 21:35:52.423 | INFO     | __main__:<module>:111 - | epoch : 44 | training done |
2022-01-02 21:36:10.075 | INFO     | __main__:<module>:244 - | epoch : 44 | val done |
2022-01-02 21:37:24.012 | INFO     | __main__:<module>:111 - | epoch : 45 | training done |
2022-01-02 21:37:42.046 | INFO     | __main__:<module>:244 - | epoch : 45 | val done |
2022-01-02 21:38:52.999 | INFO     | __main__:<module>:111 - | epoch : 46 | training done |
2022-01-02 21:39:09.110 | INFO     | __main__:<module>:244 - | epoch : 46 | val done |
2022-01-02 21:40:21.515 | INFO     | __main__:<module>:111 - | epoch : 47 | training done |
2022-01-02 21:40:38.914 | INFO     | __main__:<module>:244 - | epoch : 47 | val done |
2022-01-02 21:41:51.871 | INFO     | __main__:<module>:111 - | epoch : 48 | training done |
2022-01-02 21:42:08.553 | INFO     | __main__:<module>:244 - | epoch : 48 | val done |
2022-01-02 21:43:14.782 | INFO     | __main__:<module>:111 - | epoch : 49 | training done |
2022-01-02 21:43:32.108 | INFO     | __main__:<module>:244 - | epoch : 49 | val done |
2022-01-02 21:44:46.051 | INFO     | __main__:<module>:111 - | epoch : 50 | training done |
2022-01-02 21:45:03.226 | INFO     | __main__:<module>:244 - | epoch : 50 | val done |
2022-01-02 21:46:09.447 | INFO     | __main__:<module>:111 - | epoch : 51 | training done |
2022-01-02 21:46:26.940 | INFO     | __main__:<module>:244 - | epoch : 51 | val done |
2022-01-02 21:47:40.737 | INFO     | __main__:<module>:111 - | epoch : 52 | training done |
2022-01-02 21:47:58.245 | INFO     | __main__:<module>:244 - | epoch : 52 | val done |
2022-01-02 21:49:03.731 | INFO     | __main__:<module>:111 - | epoch : 53 | training done |
2022-01-02 21:49:20.808 | INFO     | __main__:<module>:244 - | epoch : 53 | val done |
2022-01-02 21:50:34.763 | INFO     | __main__:<module>:111 - | epoch : 54 | training done |
2022-01-02 21:50:52.427 | INFO     | __main__:<module>:244 - | epoch : 54 | val done |
2022-01-02 21:52:06.082 | INFO     | __main__:<module>:111 - | epoch : 55 | training done |
2022-01-02 21:52:20.273 | INFO     | __main__:<module>:244 - | epoch : 55 | val done |
2022-01-02 21:53:33.024 | INFO     | __main__:<module>:111 - | epoch : 56 | training done |
2022-01-02 21:53:49.906 | INFO     | __main__:<module>:244 - | epoch : 56 | val done |
2022-01-02 21:55:03.681 | INFO     | __main__:<module>:111 - | epoch : 57 | training done |
2022-01-02 21:55:21.144 | INFO     | __main__:<module>:244 - | epoch : 57 | val done |
2022-01-02 21:56:28.269 | INFO     | __main__:<module>:111 - | epoch : 58 | training done |
2022-01-02 21:56:45.593 | INFO     | __main__:<module>:244 - | epoch : 58 | val done |
2022-01-02 21:57:59.445 | INFO     | __main__:<module>:111 - | epoch : 59 | training done |
2022-01-02 21:58:16.873 | INFO     | __main__:<module>:244 - | epoch : 59 | val done |
2022-01-02 21:59:21.970 | INFO     | __main__:<module>:111 - | epoch : 60 | training done |
2022-01-02 21:59:39.508 | INFO     | __main__:<module>:244 - | epoch : 60 | val done |
2022-01-02 22:00:53.364 | INFO     | __main__:<module>:111 - | epoch : 61 | training done |
2022-01-02 22:01:10.524 | INFO     | __main__:<module>:244 - | epoch : 61 | val done |
2022-01-02 22:02:23.468 | INFO     | __main__:<module>:111 - | epoch : 62 | training done |
2022-01-02 22:02:39.443 | INFO     | __main__:<module>:244 - | epoch : 62 | val done |
2022-01-02 22:45:14.534 | INFO     | __main__:<module>:91 - | start training .... | current model srm_b2_skip |
2022-01-02 22:45:56.156 | INFO     | __main__:<module>:123 - | epoch : 0 | training done |
2022-01-02 22:46:09.217 | INFO     | __main__:<module>:250 - | epoch : 0 | CVC-300 : 0.4911597373666729 | CVC-ClinicDB : 0.4795335070918469 | CVC-ColonDB : 0.48138353974128173 | ETIS-LaribPolypDB : 0.48810435169407174 | Kvasir : 0.46227375033487245 |
2022-01-02 22:46:09.217 | INFO     | __main__:<module>:254 - | epoch : 0 | CVC-300 : 0.4911597373666729 | CVC-ClinicDB : 0.4795335070918469 | CVC-ColonDB : 0.48138353974128173 | ETIS-LaribPolypDB : 0.48810435169407174 | Kvasir : 0.46227375033487245 |
2022-01-02 22:46:09.217 | CRITICAL | __main__:<module>:255 - | epoch : 0 | best_val_dice_score : 0.48049097724574913 |
2022-01-02 22:46:41.147 | INFO     | __main__:<module>:91 - | start training .... | current model srm_b2_skip |
2022-01-02 22:47:22.112 | INFO     | __main__:<module>:123 - | epoch : 0 | training done |
2022-01-02 22:47:35.040 | INFO     | __main__:<module>:250 - | epoch : 0 | CVC-300 : 0.4954863424685743 | CVC-ClinicDB : 0.4812006421314216 | CVC-ColonDB : 0.4841931172938501 | ETIS-LaribPolypDB : 0.4938488110817947 | Kvasir : 0.47274805208378345 |
2022-01-02 22:47:35.041 | INFO     | __main__:<module>:254 - | epoch : 0 | CVC-300 : 0.4954863424685743 | CVC-ClinicDB : 0.4812006421314216 | CVC-ColonDB : 0.4841931172938501 | ETIS-LaribPolypDB : 0.4938488110817947 | Kvasir : 0.47274805208378345 |
2022-01-02 22:47:35.041 | CRITICAL | __main__:<module>:255 - | epoch : 0 | best_val_dice_score : 0.48549539301188477 |
2022-01-02 22:48:17.235 | INFO     | __main__:<module>:123 - | epoch : 1 | training done |
2022-01-02 22:48:30.363 | INFO     | __main__:<module>:250 - | epoch : 1 | CVC-300 : 0.49615359993809605 | CVC-ClinicDB : 0.4795948275801099 | CVC-ColonDB : 0.4807311677404549 | ETIS-LaribPolypDB : 0.49195851971800003 | Kvasir : 0.4612327308201711 |
2022-01-02 22:48:30.363 | INFO     | __main__:<module>:258 - | epoch : 1 | val done |
2022-01-02 22:49:12.090 | INFO     | __main__:<module>:123 - | epoch : 2 | training done |
2022-01-02 22:49:25.174 | INFO     | __main__:<module>:250 - | epoch : 2 | CVC-300 : 0.49361627790733015 | CVC-ClinicDB : 0.48366276964839616 | CVC-ColonDB : 0.484083662505393 | ETIS-LaribPolypDB : 0.48953496375873745 | Kvasir : 0.46670226721936064 |
2022-01-02 22:49:25.174 | INFO     | __main__:<module>:258 - | epoch : 2 | val done |
2022-01-02 22:50:06.189 | INFO     | __main__:<module>:123 - | epoch : 3 | training done |
2022-01-02 22:50:19.957 | INFO     | __main__:<module>:250 - | epoch : 3 | CVC-300 : 0.49161390977838987 | CVC-ClinicDB : 0.49016480517772265 | CVC-ColonDB : 0.48054992778691963 | ETIS-LaribPolypDB : 0.4913938866163231 | Kvasir : 0.4649748954142798 |
2022-01-02 22:50:19.958 | INFO     | __main__:<module>:258 - | epoch : 3 | val done |
2022-01-02 22:51:01.010 | INFO     | __main__:<module>:123 - | epoch : 4 | training done |
2022-01-02 22:51:14.056 | INFO     | __main__:<module>:250 - | epoch : 4 | CVC-300 : 0.4912819443859201 | CVC-ClinicDB : 0.4790669904365561 | CVC-ColonDB : 0.48009235416033985 | ETIS-LaribPolypDB : 0.48856272640543014 | Kvasir : 0.4605609341328224 |
2022-01-02 22:51:14.056 | INFO     | __main__:<module>:258 - | epoch : 4 | val done |
2022-01-02 22:51:55.571 | INFO     | __main__:<module>:123 - | epoch : 5 | training done |
2022-01-02 22:52:09.026 | INFO     | __main__:<module>:250 - | epoch : 5 | CVC-300 : 0.502274310878975 | CVC-ClinicDB : 0.5002226636576226 | CVC-ColonDB : 0.49198457497266085 | ETIS-LaribPolypDB : 0.4908866131410662 | Kvasir : 0.4854487411269038 |
2022-01-02 22:52:09.027 | INFO     | __main__:<module>:254 - | epoch : 5 | CVC-300 : 0.502274310878975 | CVC-ClinicDB : 0.5002226636576226 | CVC-ColonDB : 0.49198457497266085 | ETIS-LaribPolypDB : 0.4908866131410662 | Kvasir : 0.4854487411269038 |
2022-01-02 22:52:09.027 | CRITICAL | __main__:<module>:255 - | epoch : 5 | best_val_dice_score : 0.49416338075544564 |
2022-01-02 22:53:50.296 | INFO     | __main__:<module>:91 - | start training .... | current model srm_b2_skip |
2022-01-02 22:54:28.575 | INFO     | __main__:<module>:123 - | epoch : 0 | training done |
2022-01-02 22:54:41.558 | INFO     | __main__:<module>:250 - | epoch : 0 | CVC-300 : 0.7477324610809235 | CVC-ClinicDB : 0.8434914820500938 | CVC-ColonDB : 0.760175797023666 | ETIS-LaribPolypDB : 0.6818233215716692 | Kvasir : 0.9119069779638725 |
2022-01-02 22:54:41.559 | INFO     | __main__:<module>:254 - | epoch : 0 | CVC-300 : 0.7477324610809235 | CVC-ClinicDB : 0.8434914820500938 | CVC-ColonDB : 0.760175797023666 | ETIS-LaribPolypDB : 0.6818233215716692 | Kvasir : 0.9119069779638725 |
2022-01-02 22:54:41.560 | CRITICAL | __main__:<module>:255 - | epoch : 0 | best_val_dice_score : 0.789026007938045 |
2022-01-02 22:55:20.148 | INFO     | __main__:<module>:123 - | epoch : 1 | training done |
2022-01-02 22:55:33.225 | INFO     | __main__:<module>:250 - | epoch : 1 | CVC-300 : 0.8986216445969945 | CVC-ClinicDB : 0.9109053742222162 | CVC-ColonDB : 0.8455086718765724 | ETIS-LaribPolypDB : 0.8309492847287732 | Kvasir : 0.9069605511233375 |
2022-01-02 22:55:33.225 | INFO     | __main__:<module>:254 - | epoch : 1 | CVC-300 : 0.8986216445969945 | CVC-ClinicDB : 0.9109053742222162 | CVC-ColonDB : 0.8455086718765724 | ETIS-LaribPolypDB : 0.8309492847287732 | Kvasir : 0.9069605511233375 |
2022-01-02 22:55:33.225 | CRITICAL | __main__:<module>:255 - | epoch : 1 | best_val_dice_score : 0.8785891053095789 |
2022-01-02 22:56:11.972 | INFO     | __main__:<module>:123 - | epoch : 2 | training done |
2022-01-02 22:56:24.913 | INFO     | __main__:<module>:250 - | epoch : 2 | CVC-300 : 0.913918553500153 | CVC-ClinicDB : 0.9225777052566773 | CVC-ColonDB : 0.8484428860854782 | ETIS-LaribPolypDB : 0.8529164970890548 | Kvasir : 0.9124093018644638 |
2022-01-02 22:56:24.913 | INFO     | __main__:<module>:254 - | epoch : 2 | CVC-300 : 0.913918553500153 | CVC-ClinicDB : 0.9225777052566773 | CVC-ColonDB : 0.8484428860854782 | ETIS-LaribPolypDB : 0.8529164970890548 | Kvasir : 0.9124093018644638 |
2022-01-02 22:56:24.913 | CRITICAL | __main__:<module>:255 - | epoch : 2 | best_val_dice_score : 0.8900529887591654 |
2022-01-02 22:57:03.519 | INFO     | __main__:<module>:123 - | epoch : 3 | training done |
2022-01-02 22:57:16.573 | INFO     | __main__:<module>:250 - | epoch : 3 | CVC-300 : 0.8621419757634741 | CVC-ClinicDB : 0.9372770396455741 | CVC-ColonDB : 0.8593362401800432 | ETIS-LaribPolypDB : 0.8321447039395901 | Kvasir : 0.9226359307476872 |
2022-01-02 22:57:16.574 | INFO     | __main__:<module>:258 - | epoch : 3 | val done |
2022-01-02 22:57:54.798 | INFO     | __main__:<module>:123 - | epoch : 4 | training done |
2022-01-02 22:58:07.889 | INFO     | __main__:<module>:250 - | epoch : 4 | CVC-300 : 0.847729212510362 | CVC-ClinicDB : 0.8842253633702917 | CVC-ColonDB : 0.7844471385050508 | ETIS-LaribPolypDB : 0.743938652732423 | Kvasir : 0.9247601145577384 |
2022-01-02 22:58:07.889 | INFO     | __main__:<module>:258 - | epoch : 4 | val done |
2022-01-02 22:58:46.104 | INFO     | __main__:<module>:123 - | epoch : 5 | training done |
2022-01-02 22:58:59.255 | INFO     | __main__:<module>:250 - | epoch : 5 | CVC-300 : 0.895183290827313 | CVC-ClinicDB : 0.9424990203318544 | CVC-ColonDB : 0.865978372508069 | ETIS-LaribPolypDB : 0.8575726350836002 | Kvasir : 0.9285126152615388 |
2022-01-02 22:58:59.255 | INFO     | __main__:<module>:254 - | epoch : 5 | CVC-300 : 0.895183290827313 | CVC-ClinicDB : 0.9424990203318544 | CVC-ColonDB : 0.865978372508069 | ETIS-LaribPolypDB : 0.8575726350836002 | Kvasir : 0.9285126152615388 |
2022-01-02 22:58:59.256 | CRITICAL | __main__:<module>:255 - | epoch : 5 | best_val_dice_score : 0.897949186802475 |
2022-01-02 22:59:37.881 | INFO     | __main__:<module>:123 - | epoch : 6 | training done |
2022-01-02 22:59:51.017 | INFO     | __main__:<module>:250 - | epoch : 6 | CVC-300 : 0.8895979297035103 | CVC-ClinicDB : 0.9572183417495862 | CVC-ColonDB : 0.8642856635945012 | ETIS-LaribPolypDB : 0.8138970820745507 | Kvasir : 0.929063250519438 |
2022-01-02 22:59:51.018 | INFO     | __main__:<module>:258 - | epoch : 6 | val done |
2022-01-02 23:00:29.182 | INFO     | __main__:<module>:123 - | epoch : 7 | training done |
2022-01-02 23:00:42.356 | INFO     | __main__:<module>:250 - | epoch : 7 | CVC-300 : 0.9132385018872224 | CVC-ClinicDB : 0.9389683801476063 | CVC-ColonDB : 0.8554167503350557 | ETIS-LaribPolypDB : 0.86688718315188 | Kvasir : 0.9308795508708635 |
2022-01-02 23:00:42.356 | INFO     | __main__:<module>:254 - | epoch : 7 | CVC-300 : 0.9132385018872224 | CVC-ClinicDB : 0.9389683801476063 | CVC-ColonDB : 0.8554167503350557 | ETIS-LaribPolypDB : 0.86688718315188 | Kvasir : 0.9308795508708635 |
2022-01-02 23:00:42.356 | CRITICAL | __main__:<module>:255 - | epoch : 7 | best_val_dice_score : 0.9010780732785255 |
